"Urun_Ad",Marka,Seri,"Urun_URL",SSD,"Islemci_Turu","Islemci_Nesli","Islemci_Modeli","Islemci_Cekirdek_Sayisi","Islemci_Hizi","Ekran_Kart","Ekran_Karti_Modeli","Ekran_Karti_Tipi","Ekran_Karti_Hafizasi",RAM,"RAM_Frekans","Ram_Turu","Cozunurluk_Format","Ekran_Boyutu","Ekran_Cozunurlugu","Ekran_Yenileme_Hizi","Panel_Tipi","Isletim_Sistemi",Agirlik,"Pil_Gucu",Fiyat
"MacBook Pro M1 Pro 16 GB 1 TB SSD 16.2"" Notebook",MacBook,"Macbook Pro","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-pro-mk1f3tu-a-apple-m1-pro-16-gb-1-tb-ssd-16-2-notebook-fiyati,1455312600.html","1 TB",,,"Apple M1 Pro",,,,,"Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","16.2 inç","3456x2234 px","144 Hz",IPS,macOS,,"100 Wh","98.999"
"MacBook Pro M1 Max 32 GB 1 TB SSD 16.2"" MK1A3TU/A Uzay Grisi",MacBook,"MacBook Air","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-pro-mk1a3tu-a-apple-m1-max-32-gb-1-tb-ssd-16-2-notebook-fiyati,1455412658.html","1 TB","Apple M1",,"Apple M1 Max",,,,,"Paylaşımlı","6 GB","32 GB","3200 MHz",DDR4,"Full HD","16.2 inç","3456x2234 px","144 Hz",IPS,macOS,,"100 Wh","108.800"
"HP EliteBook 850 G8 358Q2EA i7-1165G7 16 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",HP,"HP EliteBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-850-g8-358q2ea-i7-1165g7-16-gb-512-gb-ssd-15-6-w10p-fhd-dizustu-bilgisayar-fiyati,1477301468.html","512 GB","Intel Core i7","11. Nesil","i7-1165G7",4,"2.80 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 10 Professional",,"51 Wh","35.500"
"Asus X409FA-BV660 i7-8565U 8 GB 256 GB SSD UHD Graphics 14"" Full HD Notebook",Asus,"Asus X409FA-BV660","https//www.akakce.com/laptop-notebook/en-ucuz-asus-x409fa-bv660-i7-8565u-8gb-256gb-ssd-14-fullhd-freedos-tasinabilir-bilgisayar-fiyati,1544934604.html","256 GB","Intel Core i7",,"i7-8565U",,"1.80 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","2666 MHz",DDR4,"HD Ready","14 inç","1366x768 px","60 Hz",IPS,"Free Dos","1.6","32 Wh","24.094"
"Asus B5302CEA-L50657X i7-1165G7 16 GB 512 GB SSD Iris Xe Graphics 13.3"" Full HD Notebook",Asus,"Asus B5302CEA-L50657X","https//www.akakce.com/laptop-notebook/en-ucuz-asus-b5302cea-i7-1165-16gb-512gb-13-3-touch-freedos-b5302cea-l50657x-fiyati,1647111380.html","512 GB","Intel Core i7","11. Nesil","i7-1165G7",4,"2.80 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","13.3 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"66 Wh","39.999"
"MacBook Pro M2 8 GB 512 GB SSD 13.3"" MNEQ3TU/A Gümüş",MacBook,"MacBook Air","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-pro-m2-8-gb-512-gb-ssd-13-3-mneq3tu-a-gumus-fiyati,1911249713.html","512 GB","Apple M2",,"Apple M2",,,,,"Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","13.3 inç","2560x1600 px","144 Hz",IPS,macOS,,"58.20 Wh","59.999"
"Asus X515EA-BQ2293W i3-1115G4 4 GB 128 GB SSD UHD Graphics 15.6"" Full HD Notebook",Asus,"Asus X515EA-BQ2293W","https//www.akakce.com/laptop-notebook/en-ucuz-asus-x515ea-bq2293w-i3-1115g4-4-gb-128-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,2091766348.html","128 GB","Intel Core i3","11. Nesil","i3-1115G4",2,"3.00 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","4 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home",,"37 Wh","9.503"
"HP EliteBook 860 G9 5P730EA i7-1255U 32 GB 1 TB SSD Iris Xe Graphics 16'' Notebook",HP,"HP EliteBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-860-g9-5p730ea-intel-core-i7-1255u-32gb-1tb-ssd-16-wuxga-windows-11-pro-tasinabilir-bilgisayar-fiyati,2112904533.html","1 TB","Intel Core i7","12. Nesil","i7-1255U",10,"3.50 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","32 GB","3200 MHz",DDR4,"Full HD","16 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional",,"51 Wh","59.469"
"MacBook Pro M2 Pro 32 GB 512 GB SSD 19C GPU 16"" Z174000HV Uzay Grisi",MacBook,"MacBook Pro","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-pro-m2-pro-32-gb-512-gb-ssd-19c-gpu-16-z174000hv-uzay-grisi-fiyati,240634405.html","512 GB","Apple M2",,"Apple M2 Pro",12,,,,"Paylaşımlı","6 GB","32 GB","3200 MHz",DDR4,"Full HD","16 inç","3456x2234 px","144 Hz",IPS,macOS,,"100 Wh","90.000"
"HP 15S-EQ2002NT 4H0J4EA Ryzen 5 5500U 8GB 512GB SSD Radeon Graphics 15.6"" Full HD Notebook",HP,"HP 15S-EQ2002NT","https//www.akakce.com/laptop-notebook/en-ucuz-hp-15s-eq2002nt-4h0j4ea-ryzen-5-5500u-8gb-512gb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,319979817.html","512 GB","AMD Ryzen 5",,5500U,6,"2.10 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"41 Wh","14.850"
"MacBook Air 13'' 8C 256GB S Grey",MacBook,"MacBook Air","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-air-13-8c-256gb-s-grey-fiyati,337276204.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","27.500"
"Lenovo V15 82TV004LTX08 Ryzen7 5825U 32GB 2tbssd 15.6"" Fullhd Freedos Taşınabilir BILGISAYAR-CNT009",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-82tv004ltx08-ryzen7-5825u-32gb-2tbssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-cnt009-fiyati,456542233.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","29.148"
"Asus Vivobook 15 Intel Core İ7-1355U 16Gb 512Gb Ssd 15.6"" Fhd Freedos Tasinabilir Bilgisayar X1504va-Nj412001",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-15-intel-core-i7-1355u-16gb-512gb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-x1504va-nj412001-fiyati,489105788.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","25.999"
"Dell Inspiron 3520 Intel Core i5 1235U 16 gb 512 GBSSD Windows 11 Home 15.6"" FHD 120Hz 3520AR17",Dell,"Dell Inspiron","https//www.akakce.com/laptop-notebook/en-ucuz-dell-inspiron-3520-intel-core-i5-1235u-16-gb-512-gbssd-windows-11-home-15-6-fhd-120hz-3520ar17-fiyati,507334392.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","16.946"
"Asus Vivobook 15 X1502ZA-EJ1644 Intel Core i5 1235U 15.6 "" 16 GB RAM 1 TB SSD FHD W11Pro Laptop",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-15-x1502za-ej1644-intel-core-i5-1235u-15-6-16-gb-ram-1-tb-ssd-fhd-w11pro-laptop-fiyati,560137677.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","21.899"
"Oliver Book Intel N5030 3.10Ghz 8Gb Ram 256Gb Ssd 10.1'' Fullhd Ips Dokunmatik Tablet Pc Wın11 Pro",Oliver,"Oliver Book","https//www.akakce.com/laptop-notebook/en-ucuz-oliver-book-intel-n5030-3-10ghz-8gb-ram-256gb-ssd-10-1-fullhd-ips-dokunmatik-tablet-pc-win11-pro-fiyati,658680761.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","6.824"
"Dell Inspiron 3520 Intel Core I5 1235U 8gb 512GB SSD Freedos 15.6"" Fhd 120Hz Taşınabilir Bilgisayar N35201235UA1",Dell,"Dell Inspiron","https//www.akakce.com/laptop-notebook/en-ucuz-dell-inspiron-3520-intel-core-i5-1235u-8gb-512gb-ssd-freedos-15-6-fhd-120hz-tasinabilir-bilgisayar-n35201235ua1-fiyati,674424735.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","15.249"
"Lenovo IdeaPad 1 15AMN7 82VG00NDTX Ryzen 3 7320U 8 GB 256 GB SSD Radeon 610M 15.6"" Full HD Notebook",Lenovo,"Lenovo IdeaPad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-1-15amn7-82vg00ndtx-ryzen-3-7320u-8-gb-256-gb-ssd-radeon-610m-15-6-full-hd-notebook-fiyati,774615369.html","256 GB","AMD Ryzen 3",,7320U,4,"2.40 GHz",AMD,610M,"Paylaşımlı","6 GB","8 GB","5500 MHz",LPDDR5,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Windows 11 Home",,"42 Wh","15.999"
"Lenovo IP3 15IAU7 82RK018GTX-03 Intel Core i3-1215U 15.6 "" 8 GB RAM 256 GB SSD FreeDOS Taşınabilir Bilgisayar",Lenovo,"Lenovo IP3","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ip3-15iau7-82rk018gtx-03-intel-core-i3-1215u-15-6-8-gb-ram-256-gb-ssd-freedos-tasinabilir-bilgisayar-fiyati,789076213.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","11.399"
"Dell Latitude 3550 i5-1335U 16GB 512GB SSD 15.6 FHD Ubuntu N006L355015U-16",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-latitude-3550-i5-1335u-16gb-512gb-ssd-15-6-fhd-ubuntu-n006l355015u-16-fiyati,796178796.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","25.321"
"Turbox TX45 i7-860 8 GB 256 GB SSD 23.8"" Curved Masaüstü Oyun Bilgisayarı",Turbox,"Turbox TX45","https//www.akakce.com/oyun-bilgisayari/en-ucuz-turbox-tx45-i7-860-8gb-ram-256gb-ssd-4gb-ek-23-8-curved-masaustu-oyun-pc-bilgisayari-fiyati,1508333401.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","9.203"
"Asus TUF Gaming F15 FX506HC-HN373 i5-11400H 8 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Asus,"Asus TUF Gaming","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-f15-fx506hc-hn373-i5-11400h-8gb-ram-512gb-ssd-4gb-rtx3050-15-6-inc-fhd-144hz-bilgisayar-fiyati,142998346.html","512 GB","Intel Core i5","11. Nesil","i5-11400H",6,"2.70 GHz",NVIDIA,"RTX 3050",Harici,"4 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"48 Wh","30.599"
"HP Victus 16-S0032NT 7Z4N2EA Ryzen 5 7640HS 16 GB 512 GB SSD RTX3050 16.1"" Full HD Gaming Laptop",HP,"HP Victus","https//www.akakce.com/oyun-bilgisayari/en-ucuz-hp-victus-16-s0032nt-7z4n2ea-ryzen-5-7640hs-16-gb-512-gb-ssd-rtx3050-16-1-full-hd-notebook-fiyati,162252268.html","512 GB","AMD Ryzen 5",,7640HS,6,"4.30 GHz",NVIDIA,"RTX 3050",Harici,"6 GB","16 GB","5600 MHz",DDR5,"Full HD","16.1 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.3","70 Wh","34.274"
"Lenovo IdeaPad Gaming 3 15IAH7 82S9015VTX i5-12450H 16 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Lenovo,"Lenovo IdeaPad Gaming 3","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-ideapad-gaming-3-15iah7-82s9015vtx-i5-12450h-16-gb-512-gb-ssd-rtx3050-15-6-full-hd-notebook-fiyati,293165050.html","512 GB","Intel Core i5","12. Nesil","i5-12450H",8,"3.3 GHz",NVIDIA,"RTX 3050",Harici,"4 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"45 Wh","36.622"
"Acer Nitro 5 AN515-45-R8LC NH.QBSEY.003 Ryzen 7 5800H 16 GB 1 TB SSD RTX3080 16"" Full HD Gaming Laptop",Acer,"Acer Nitro 5","https//www.akakce.com/oyun-bilgisayari/en-ucuz-acer-nitro-5-an515-45-nh-qbsey-003-ryzen-7-5800h-16-gb-1-tb-ssd-rtx3080-16-full-hd-notebook-fiyati,298916920.html","1 TB","AMD Ryzen 7",,5800H,8,"3.20 GHz",NVIDIA,"RTX 3080",Harici,"8 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.35","59 Wh","65.000"
"Casper Excalibur G911.1390-DX90X-C i9-13900HX 32 GB 2 TB SSD RTX4090 16"" QHD Gaming Laptop",Casper,"Casper Excalibur","https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g911-1390-dx90x-c-i9-13900hx-32-gb-2-tb-ssd-rtx4090-16-qhd-notebook-fiyati,315310504.html","2 TB","Intel Core i9","13. Nesil","i9-13900HX",24,"3.90 GHz",NVIDIA,"RTX 4090",Harici,"16 GB","32 GB","4800 MHz",DDR5,QHD,"16 inç","2560x1440 px","165 Hz",IPS,"Free Dos","2.5","64 Wh","108.423"
"Casper Excalibur G870.1342-DVB0X-B i5-13420H 32 GB 500 GB SSD RTX4060 15.6"" Full HD Gaming Laptop",Casper,"Casper Excalibur","https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g870-1342-dvb0x-b-i5-13420h-32-gb-500-gb-ssd-rtx4060-15-6-full-hd-notebook-fiyati,384010398.html","500 GB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",NVIDIA,"RTX 4060",Harici,"8 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.5","61 Wh","40.839"
"HP Victus 15-FA1045NT 7P8M6EA i5-13500H 8 GB 512 GB RTX3050 15.6"" Full HD Gaming Laptop",HP,"HP Victus","https//www.akakce.com/oyun-bilgisayari/en-ucuz-hp-victus-15-fa1045nt-7p8m6ea-i5-13500h-8-gb-512-gb-rtx3050-15-6-full-hd-notebook-fiyati,421578632.html","512 GB","Intel Core i5","13. Nesil","i5-13500H",12,"3.50 GHz",NVIDIA,"RTX 3050",Harici,"6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home","2.3","70 Wh","34.691"
"Casper Excalibur G770.1245-8EJ0T-B i5-12450H 8 GB 500 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Casper,"Casper Excalibur","https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g770-1245-8ej0t-b-i5-12450h-8-gb-500-gb-ssd-rtx3050-15-6-full-hd-notebook-fiyati,449224457.html","500 GB","Intel Core i5","12. Nesil","i5-12450H",8,"3.3 GHz",NVIDIA,"RTX 3050",Harici,"4 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.1","52 Wh","28.319"
"MSI Raider GE78 HX 14VHG-659TR i9-14900HX 64 GB 2 TB SSD RTX4080 17"" Gaming Laptop",MSI,"MSI Raider","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-raider-ge78-hx-14vhg-659tr-i9-14900hx-64-gb-2-tb-ssd-rtx4080-17-notebook-fiyati,492876400.html","2 TB","Intel Core i9","14. Nesil","i9-14900HX",,,NVIDIA,"RTX 4080",Harici,"12 GB","64 GB","3200 MHz",DDR4,"Full HD","17 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Professional","2.35","60 Wh","269.566"
"Monster Tulpar T6 V1.2 i9-14900HX 16 GB 500 GB SSD RTX4080 16"" FreeDOS WQXGA Gaming Laptop",Monster,"Monster Tulpar T6","https//www.akakce.com/oyun-bilgisayari/en-ucuz-monster-tulpar-t6-v1-2-i9-14900hx-16-gb-500-gb-ssd-rtx4080-16-wqxga-notebook-fiyati,582948943.html","500 GB","Intel Core i9","14. Nesil","i9-14900HX",24,"4.10 GHz",NVIDIA,"RTX 4080",Harici,"12 GB","16 GB","4800 MHz",DDR5,WQXGA,"16 inç","2560x1600 px","165 Hz",IPS,"Free Dos","2.5","80 Wh","119.999"
"Casper Excalibur G870.1342-EFB0X-B i5-13420H 64 GB 1TB SSD RTX4060 15.6"" Full HD Gaming Laptop",Casper,"Casper Excalibur","https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g870-1342-efb0x-b-i5-13420h-64-gb-1tb-ssd-rtx4060-15-6-full-hd-gaming-laptop-fiyati,591853469.html","1 TB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",NVIDIA,"RTX 4060",Harici,"8 GB","64 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.5","61 Wh","43.299"
"Asus TUF Gaming F15 FX507ZC4-HN211W i5-12500H 8 GB 512 GB SSD RTX3050 15.6'' Full HD Gaming Laptop",Asus,"Asus TUF Gaming","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-f15-fx507zc4-hn211w-i5-12500h-8-gb-512-gb-ssd-rtx3050-15-6-full-hd-notebook-fiyati,624496017.html","512 GB","Intel Core i5","12. Nesil","i5-12500H",12,"3.3 GHz",NVIDIA,"RTX 3050",Harici,"4 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz","IPS Level","Windows 11 Home","2.2","56 Wh","29.999"
"Acer Nitro 5 AN515-58-59P9 NH.QLZEY.00A i5-12450H 8 GB 1 TB SSD RTX4050 15.6"" Full HD Gaming Laptop",Acer,"Acer Nitro 5","https//www.akakce.com/oyun-bilgisayari/en-ucuz-acer-nitro-5-an515-58-59p9-nh-qlzey-00a-i5-12450h-8-gb-1-tb-ssd-rtx4050-15-6-full-hd-gaming-laptop-fiyati,746984956.html","1 TB","Intel Core i5","12. Nesil","i5-12450H",8,"3.3 GHz",NVIDIA,"RTX 4050",Harici,"6 GB","8 GB","3200 MHz",DDR5,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home","2.35","57 Wh","36.999"
"Casper Excalibur G770.1270-DXJ0X-B i7-12700H 32 GB 2 TB SSD RTX3050 15.6"" Full HD Gaming Laptop",Casper,"Casper Excalibur","https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g770-1270-dxj0x-b-i7-12700h-32-gb-2-tb-ssd-rtx3050-15-6-full-hd-gaming-laptop-fiyati,787201862.html","2 TB","Intel Core i7","12. Nesil","i7-12700H",14,"3.50 GHz",NVIDIA,"RTX 3050",Harici,"4 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.1","52 Wh","36.446"
"Monster Abra A7 V16.1.5 i7-13700HX 32 GB 1 TB SSD RTX4050 17.3"" W11H Full HD Gaming Laptop",Monster,"Monster Abra A7","https//www.akakce.com/oyun-bilgisayari/en-ucuz-monster-abra-a7-v16-1-5-i7-13700hx-32-gb-1-tb-ssd-rtx4050-17-3-full-hd-gaming-laptop-fiyati,844172311.html","1 TB","Intel Core i7","13. Nesil","i7-13700HX",16,"3.70 GHz",NVIDIA,"RTX 4050",Harici,"6 GB","32 GB","4800 MHz",DDR5,"Full HD","17.3 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home","2.7","54 Wh","56.999"
"HP Victus 15-FA1075NT B10FKEA i5-12450H 16 GB 512 GB SSD RTX4050 15.6"" Full HD Gaming Laptop",HP,"HP Victus","https//www.akakce.com/oyun-bilgisayari/en-ucuz-hp-victus-15-fa1075nt-b10fkea-i5-12450h-16-gb-512-gb-ssd-rtx4050-15-6-full-hd-gaming-laptop-fiyati,916589429.html","512 GB","Intel Core i5","12. Nesil","i5-12450H",8,"3.3 GHz",NVIDIA,"RTX 4050",Harici,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home",,"70 Wh","38.999"
"Acer Nitro V 15 ANV15-51-58BV NH.QNCEY.005 i5-13420H 16 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Acer,"Acer Nitro","https//www.akakce.com/oyun-bilgisayari/en-ucuz-acer-nitro-5-15-anv15-51-58bv-nh-qncey-005-i5-13420h-16-gb-512-gb-ssd-rtx3050-15-6-full-hd-gaming-laptop-fiyati,928209480.html","512 GB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",NVIDIA,"RTX 3050",Harici,"6 GB","16 GB","3200 MHz",DDR5,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home",,"57 Wh","31.999"
"Lenovo LOQ 15IAX9 83GS00L3TR i5-12600HX 16 GB 512 GB SSD RTX3050 15.6"" Full HD Gaming Laptop",Lenovo,"Lenovo LOQ","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-15iax9-83gs00l3tr-i5-12600hx-16-gb-512-gb-ssd-rtx3050-15-6-full-hd-gaming-laptop-fiyati,952486031.html","512 GB","Intel Core i5","12. Nesil","i5-12600HX",12,"3.3 GHz",NVIDIA,"RTX 3050",Harici,"6 GB","16 GB","4800 MHz",DDR5,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","30.728"
"Asus Tuf Gaming A15 FA507NUA58-LP030A58 Amd Ryzen 7 7735HS 32GB 1tb SSD RTX4050 Freedos 15.6"" Fhd 144Hz Taşınabilir Bilgisayar",Asus,"Asus TUF Gaming","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-a15-fa507nua58-lp030a58-amd-ryzen-7-7735hs-32gb-1tb-ssd-rtx4050-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-fiyati,98574789.html","1 TB","AMD Ryzen 7",,7735HS,,,NVIDIA,"RTX 4050",Harici,"6 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"90 Wh","53.199"
"Lenovo Legion 7 11.Nesil Core i9 11980HK-RTX3080 16Gb-32Gb-2Tb Ssd-16inc-W11",Lenovo,"Lenovo Legion","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-legion-7-11-nesil-core-i9-11980hk-rtx3080-16gb-32gb-2tb-ssd-16inc-w11-fiyati,116820592.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","73.099"
"Acer Nitro 5 AN515-57 Intel Core i5 11400H 8GB 512GB SSD GTX1650 Freedos 15.6'' FHD 144 Hz Taşınabilir Bilgisayar NH.QEKEY.006",Acer,"Acer Nitro","https//www.akakce.com/oyun-bilgisayari/en-ucuz-acer-nitro-5-an515-57-intel-core-i5-11400h-8gb-512gb-ssd-gtx1650-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-nh-qekey-006-fiyati,280332504.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","24.599"
"Asus TUF Gaming F15 FX507ZC4A22-HN205A22 Intel Core i5 12500H 15.6 "" 16 GB RAM 1 TB SSD RTX 3050 FreeDOS Laptop",Asus,"Asus TUF","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-f15-fx507zc4a22-hn205a22-intel-core-i5-12500h-15-6-16-gb-ram-1-tb-ssd-rtx-3050-freedos-laptop-fiyati,628472450.html","1 TB","Intel Core i5","12. Nesil","i5-12500H",12,"3.3 GHz",NVIDIA,"RTX 3050",Harici,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.35","60 Wh","32.697"
"HP Victus 16-S1026NT 9Z796EA Ryzen 7 8845HS 16 GB 512 GB SSD RTX4050 16.1"" Full HD Gaming Laptop",HP,"HP Victus","https//www.akakce.com/oyun-bilgisayari/en-ucuz-hp-victus-16-s1026nt-9z796ea-ryzen-7-8845hs-16-gb-512-gb-ssd-rtx4050-16-1-full-hd-notebook-fiyati,647189277.html","512 GB","AMD Ryzen 7",,8845HS,8,"3.80 GHz",NVIDIA,"RTX 4050",Harici,"6 GB","16 GB","5600 MHz",DDR5,"Full HD","16.1 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.35","60 Wh","40.999"
"Monster Abra A7 V15.1.2 i7-12700H 32 GB 1 TB SSD RTX3050 17.3"" FreeDOS Full HD Gaming Laptop",Monster,"Monster Abra A7","https//www.akakce.com/oyun-bilgisayari/en-ucuz-monster-abra-a7-v15-1-2-i7-12700h-32-gb-1-tb-ssd-rtx3050-17-3-full-hd-notebook-fiyati,647425923.html","1 TB","Intel Core i7","12. Nesil","i7-12700H",14,"3.50 GHz",NVIDIA,"RTX 3050",Harici,"6 GB","32 GB","3200 MHz",DDR4,"Full HD","17.3 inç","1920x1080 px","144 Hz",IPS,"Free Dos","2.4","54 Wh","42.299"
"Dfs Gamıng Heım Intel I5 12400F Rtx 4070 12Gb B760m-E Anakart 1Tb M.2 Nvme 16Gb Ddr4 Ram Oyuncu Bılgısayarı",Dfs,"Dfs Gamıng","https//www.akakce.com/oyun-bilgisayari/en-ucuz-dfs-gaming-heim-intel-i5-12400f-rtx-4070-12gb-b760m-e-anakart-1tb-m-2-nvme-16gb-ddr4-ram-oyuncu-bilgisayari-fiyati,679450686.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","47.679"
